level,unit,unitTitle,moduleId,moduleTitle,topics,id,lemma,pos,gender,plural,en,example,forms,aux,separable,reflexive,prep,case,comparative,superlative,rank,note,audio
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,ec-karte,EC-Karte,noun,die,EC-Karten,debit card,Kann ich mit EC-Karte zahlen?,,,,,,,,,,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,kreditkarte,Kreditkarte,noun,die,Kreditkarten,credit card,Wir nehmen leider keine Kreditkarte.,,,,,,,,,5823,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,pin,PIN,noun,die,PINs,PIN,Geben Sie bitte Ihre PIN ein.,,,,,,,,,18940,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,kredit,Kredit,noun,der,Kredite,"loan, credit",Für das Auto haben wir einen Kredit aufgenommen.,,,,,,,,,5186,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,zinsen,Zinsen,noun,,,interest,Die Zinsen sind zurzeit sehr niedrig.,,,,,,,,,8719,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,schulden,Schulden,noun,,,debts,Er hat keine Schulden mehr.,,,,,,,,,2038,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,bargeld,Bargeld,noun,das,,cash,Ich habe kein Bargeld dabei.,,,,,,,,,4711,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,kontoauszug,Kontoauszug,noun,der,Kontoauszüge,bank statement,Ich hole mir einen Kontoauszug.,,,,,,,,,,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,einkommen,Einkommen,noun,das,Einkommen,income,Das Einkommen reicht für die Familie.,,,,,,,,,10394,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,ausgabe,Ausgabe,noun,die,Ausgaben,expense,Meine Ausgaben sind höher als früher.,,,,,,,,,7967,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,sparbuch,Sparbuch,noun,das,Sparbücher,savings book,Das Sparbuch ist für die Kinder.,,,,,,,,,34851,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,wechselkurs,Wechselkurs,noun,der,Wechselkurse,exchange rate,Der Wechselkurs ist gerade schlecht.,,,,,,,,,47007,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,ueberweisen,überweisen,verb,,,to transfer (money),Ich überweise dir das Geld heute.,überweist|überwies|überwiesen,haben,,,,,,,13937,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,abheben,abheben,verb,,,to withdraw (money),Ich hebe hundert Euro ab.,hebt ab|hob ab|abgehoben,haben,true,,,,,,10659,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,einzahlen,einzahlen,verb,,,"to pay in, to deposit",Ich zahle das Geld auf mein Konto ein.,zahlt ein|zahlte ein|eingezahlt,haben,true,,,,,,34551,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,sparen,sparen,verb,,,to save,Wir sparen für einen Urlaub.,spart|sparte|gespart,haben,,,,,,,3137,,
A2,a2-12,Bank & Geld,a2-m5,Geld & Behörden,geld,kostenlos,kostenlos,adj,,,free of charge,Die Beratung ist kostenlos.,,,,,,,,,9766,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,brief,Brief,noun,der,Briefe,letter,Ich habe einen Brief vom Amt bekommen.,,,,,,,,,1087,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,paket,Paket,noun,das,Pakete,parcel,Das Paket ist beim Nachbarn.,,,,,,,,,4031,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,paeckchen,Päckchen,noun,das,Päckchen,small parcel,Ein Päckchen kostet weniger als ein Paket.,,,,,,,,,6581,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,briefmarke,Briefmarke,noun,die,Briefmarken,stamp,Ich brauche zwei Briefmarken.,,,,,,,,,20532,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,umschlag,Umschlag,noun,der,Umschläge,envelope,Der Umschlag ist zu klein.,,,,,,,,,5647,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,absender,Absender,noun,der,Absender,sender,Der Absender steht links oben.,,,,,,,,,16349,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,empfaenger,Empfänger,noun,der,Empfänger,recipient,Der Empfänger war nicht zu Hause.,,,,,,,,,11979,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,postleitzahl,Postleitzahl,noun,die,Postleitzahlen,postcode,Die Postleitzahl von München ist 80331.,,,,,,,,,35817,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,einschreiben,Einschreiben,noun,das,Einschreiben,registered letter,Schicken Sie die Kündigung per Einschreiben.,,,,,,,,,19825,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,porto,Porto,noun,das,Portos,postage,Das Porto ist wieder teurer geworden.,,,,,,,,,37655,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,schalter,Schalter,noun,der,Schalter,"counter, desk",Gehen Sie bitte zu Schalter drei.,,,,,,,,,6327,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,postbote,Postbote,noun,der,Postboten,postman,Der Postbote kommt gegen elf Uhr.,,,,,,,,,17186,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,sendung,Sendung,noun,die,Sendungen,"consignment, shipment",Ihre Sendung ist unterwegs.,,,,,,,,,2670,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,bescheinigung,Bescheinigung,noun,die,Bescheinigungen,"certificate, confirmation",Ich brauche eine Bescheinigung vom Arbeitgeber.,,,,,,,,,39731,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,bescheid,Bescheid,noun,der,Bescheide,"official notice, decision",Der Bescheid kommt in zwei Wochen.,,,,,,,,,989,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,vollmacht,Vollmacht,noun,die,Vollmachten,power of attorney,Ohne Vollmacht kann ich das nicht abholen.,,,,,,,,,15579,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,beglaubigung,Beglaubigung,noun,die,Beglaubigungen,certification,Die Beglaubigung kostet fünf Euro.,,,,,,,,,,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,meldebescheinigung,Meldebescheinigung,noun,die,Meldebescheinigungen,registration certificate,Die Meldebescheinigung bekommen Sie im Bürgeramt.,,,,,,,,,,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,wohnsitz,Wohnsitz,noun,der,Wohnsitze,place of residence,Mein Wohnsitz ist seit Mai in Köln.,,,,,,,,,19615,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,nachweis,Nachweis,noun,der,Nachweise,"proof, evidence",Bitte bringen Sie einen Nachweis über Ihr Einkommen mit.,,,,,,,,,28090,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,verschicken,verschicken,verb,,,to send off,Ich habe das Paket gestern verschickt.,verschickt|verschickte|verschickt,haben,,,,,,,16865,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,zustellen,zustellen,verb,,,to deliver,Der Brief wurde gestern zugestellt.,stellt zu|stellte zu|zugestellt,haben,true,,,,,,38447,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,ummelden,ummelden,verb,,,to re-register,Nach dem Umzug muss man sich ummelden.,meldet um|meldete um|umgemeldet,haben,true,,,,,,,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,bestaetigen,bestätigen,verb,,,to confirm,Bitte bestätigen Sie den Termin.,bestätigt|bestätigte|bestätigt,haben,,,,,,,2856,,
A2,a2-13,Post & Behördengänge,a2-m5,Geld & Behörden,aemter,benoetigen,benötigen,verb,,,to require,Wir benötigen noch eine Kopie Ihres Passes.,benötigt|benötigte|benötigt,haben,,,,,,,4376,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,versicherung,Versicherung,noun,die,Versicherungen,insurance,Die Versicherung zahlt den Schaden.,,,,,,,,,3710,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,krankenversicherung,Krankenversicherung,noun,die,Krankenversicherungen,health insurance,In Deutschland ist die Krankenversicherung Pflicht.,,,,,,,,,16303,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,haftpflichtversicherung,Haftpflichtversicherung,noun,die,Haftpflichtversicherungen,liability insurance,Eine Haftpflichtversicherung sollte jeder haben.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,rentenversicherung,Rentenversicherung,noun,die,Rentenversicherungen,pension insurance,Die Rentenversicherung wird vom Lohn abgezogen.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,arbeitslosenversicherung,Arbeitslosenversicherung,noun,die,Arbeitslosenversicherungen,unemployment insurance,Die Arbeitslosenversicherung zahlt für ein Jahr.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,beitrag,Beitrag,noun,der,Beiträge,"contribution, premium",Der Beitrag steigt jedes Jahr.,,,,,,,,,6993,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,rente,Rente,noun,die,Renten,pension,Mit 67 bekommt man die Rente.,,,,,,,,,5429,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,schaden,Schaden,noun,der,Schäden,damage,Der Schaden am Auto war groß.,,,,,,,,,1566,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,police,Police,noun,die,Policen,policy,Die Police liegt in meinen Unterlagen.,,,,,,,,,6900,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,vertrag,Vertrag,noun,der,Verträge,contract,Der Vertrag läuft zwei Jahre.,,,,,,,,,1946,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,laufzeit,Laufzeit,noun,die,Laufzeiten,"term, duration",Die Laufzeit beträgt zwölf Monate.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,leistung,Leistung,noun,die,Leistungen,"benefit, service",Welche Leistungen sind im Tarif enthalten?,,,,,,,,,4826,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,zuzahlung,Zuzahlung,noun,die,Zuzahlungen,co-payment,Für Medikamente gibt es eine kleine Zuzahlung.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,selbstbeteiligung,Selbstbeteiligung,noun,die,Selbstbeteiligungen,"excess, deductible",Die Selbstbeteiligung beträgt 300 Euro.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,sozialversicherung,Sozialversicherung,noun,die,Sozialversicherungen,social insurance,Die Sozialversicherung zahlen Arbeitgeber und Arbeitnehmer.,,,,,,,,,34961,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,arbeitslosengeld,Arbeitslosengeld,noun,das,,unemployment benefit,Er bekommt seit März Arbeitslosengeld.,,,,,,,,,43996,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,kindergeld,Kindergeld,noun,das,,child benefit,Das Kindergeld kommt jeden Monat.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,elterngeld,Elterngeld,noun,das,,parental allowance,Elterngeld bekommt man bis zu 14 Monate.,,,,,,,,,,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,steuer,Steuer,noun,die,Steuern,tax,Von meinem Gehalt gehen viele Steuern ab.,,,,,,,,,4051,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,versichern,versichern,verb,,,to insure,Ich bin bei der AOK versichert.,versichert|versicherte|versichert,haben,,,,,,,6189,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,zahlen,zahlen,verb,,,to pay,Ich zahle monatlich 120 Euro.,zahlt|zahlte|gezahlt,haben,,,,,,,1001,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,melden,melden,verb,,,"to report, to notify",Melden Sie den Schaden sofort.,meldet|meldete|gemeldet,haben,,,,,,,1426,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,beraten,beraten,verb,,,to advise,Die Mitarbeiterin hat mich gut beraten.,berät|beriet|beraten,haben,,,,,,,7292,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,gesetzlich,gesetzlich,adj,,,"statutory, by law",Ich bin gesetzlich krankenversichert.,,,,,,,,,18031,,
A2,a2-14,Versicherungen,a2-m5,Geld & Behörden,geld|aemter,privat,privat,adj,,,private,Er ist privat versichert.,,,,,,,,,4442,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,telefon,Telefon,noun,das,Telefone,telephone,Das Telefon klingelt schon wieder.,,,,,,,,,633,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,handy,Handy,noun,das,Handys,mobile phone,Mein Handy ist fast leer.,,,,,,,,,899,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,anruf,Anruf,noun,der,Anrufe,call,Ich hatte drei Anrufe in Abwesenheit.,,,,,,,,,1205,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,nachricht,Nachricht,noun,die,Nachrichten,"message, news",Ich schicke dir gleich eine Nachricht.,,,,,,,,,773,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,mailbox,Mailbox,noun,die,Mailboxen,voicemail,Sprechen Sie bitte auf die Mailbox.,,,,,,,,,8347,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,vorwahl,Vorwahl,noun,die,Vorwahlen,dialling code,Die Vorwahl von Berlin ist 030.,,,,,,,,,21662,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,anrufbeantworter,Anrufbeantworter,noun,der,Anrufbeantworter,answering machine,Auf dem Anrufbeantworter war keine Nachricht.,,,,,,,,,8504,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,e-mail,E-Mail,noun,die,E-Mails,email,Ich habe Ihnen eine E-Mail geschickt.,,,,,,,,,5072,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,betreff,Betreff,noun,der,Betreffe,subject line,Schreiben Sie bitte einen klaren Betreff.,,,,,,,,,36019,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,anhang,Anhang,noun,der,Anhänge,attachment,Der Lebenslauf ist im Anhang.,,,,,,,,,26352,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,gruss,Gruß,noun,der,Grüße,greeting,"Mit freundlichen Grüßen, Ana Silva.",,,,,,,,,8851,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,anrede,Anrede,noun,die,Anreden,form of address,Die richtige Anrede ist wichtig.,,,,,,,,,47139,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,postfach,Postfach,noun,das,Postfächer,"mailbox, PO box",Mein Postfach ist voll.,,,,,,,,,21944,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,signal,Signal,noun,das,Signale,signal,Hier habe ich kein Signal.,,,,,,,,,2302,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,verbindung,Verbindung,noun,die,Verbindungen,connection,Die Verbindung ist sehr schlecht.,,,,,,,,,1115,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,guthaben,Guthaben,noun,das,Guthaben,"credit, balance",Mein Guthaben ist aufgebraucht.,,,,,,,,,31082,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,tarif,Tarif,noun,der,Tarife,"tariff, plan",Der Tarif kostet zehn Euro im Monat.,,,,,,,,,41084,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,sms,SMS,noun,die,SMS,text message,Schick mir bitte eine SMS.,,,,,,,,,3398,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,telefonieren,telefonieren,verb,,,to phone,Ich telefoniere gerade mit meiner Mutter.,telefoniert|telefonierte|telefoniert,haben,,,mit,dat,,,3453,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,zurueckrufen,zurückrufen,verb,,,to call back,Ich rufe Sie später zurück.,ruft zurück|rief zurück|zurückgerufen,haben,true,,,,,,5428,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,weiterleiten,weiterleiten,verb,,,to forward,Ich leite die E-Mail an den Chef weiter.,leitet weiter|leitete weiter|weitergeleitet,haben,true,,,,,,19453,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,auflegen,auflegen,verb,,,to hang up,Sie hat einfach aufgelegt.,legt auf|legte auf|aufgelegt,haben,true,,,,,,5200,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,erreichen,erreichen,verb,,,to reach,Ich konnte ihn nicht erreichen.,erreicht|erreichte|erreicht,haben,,,,,,,1182,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,durchkommen,durchkommen,verb,,,to get through,Ich komme bei der Hotline nicht durch.,kommt durch|kam durch|durchgekommen,sein,true,,,,,,8063,,
A2,a2-15,Telefonieren & E-Mail,a2-m6,Kommunikation,kommunikation,erreichbar,erreichbar,adj,,,"reachable, available",Ich bin ab acht Uhr erreichbar.,,,,,,,,,9653,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,internet,Internet,noun,das,,internet,Ohne Internet geht heute nichts mehr.,,,,,,,,,2803,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,computer,Computer,noun,der,Computer,computer,Mein Computer ist sehr langsam.,,,,,,,,,1231,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,laptop,Laptop,noun,der,Laptops,laptop,Der Laptop war ein Geschenk.,,,,,,,,,5746,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,tablet,Tablet,noun,das,Tablets,tablet,Die Kinder lernen mit dem Tablet.,,,,,,,,,29352,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,bildschirm,Bildschirm,noun,der,Bildschirme,screen,Der Bildschirm ist zu hell.,,,,,,,,,8343,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,tastatur,Tastatur,noun,die,Tastaturen,keyboard,Die deutsche Tastatur hat Umlaute.,,,,,,,,,19144,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,lautsprecher,Lautsprecher,noun,der,Lautsprecher,speaker,Der Lautsprecher ist zu leise.,,,,,,,,,5084,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,datei,Datei,noun,die,Dateien,file,Die Datei ist zu groß für die E-Mail.,,,,,,,,,8130,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,ordner,Ordner,noun,der,Ordner,folder,Leg das bitte in den Ordner Bewerbungen.,,,,,,,,,18489,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,passwort,Passwort,noun,das,Passwörter,password,Ich habe mein Passwort vergessen.,,,,,,,,,5869,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,benutzername,Benutzername,noun,der,Benutzernamen,username,Der Benutzername ist Ihre E-Mail-Adresse.,,,,,,,,,,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,webseite,Webseite,noun,die,Webseiten,website,Auf der Webseite finden Sie alle Termine.,,,,,,,,,13983,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,suchmaschine,Suchmaschine,noun,die,Suchmaschinen,search engine,Gib das einfach in eine Suchmaschine ein.,,,,,,,,,47934,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,app,App,noun,die,Apps,app,Die App ist kostenlos.,,,,,,,,,12858,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,programm,Programm,noun,das,Programme,program,Das Programm stürzt immer ab.,,,,,,,,,2114,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,speicher,Speicher,noun,der,Speicher,"memory, storage",Der Speicher ist voll.,,,,,,,,,12138,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,akku,Akku,noun,der,Akkus,battery,Der Akku hält nur noch zwei Stunden.,,,,,,,,,13052,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,ladegeraet,Ladegerät,noun,das,Ladegeräte,charger,Hast du ein Ladegerät dabei?,,,,,,,,,31387,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,wlan,WLAN,noun,das,,Wi-Fi,Wie ist das WLAN-Passwort?,,,,,,,,,24130,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,update,Update,noun,das,Updates,update,Das Update dauert zehn Minuten.,,,,,,,,,14902,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,herunterladen,herunterladen,verb,,,to download,Laden Sie das Formular hier herunter.,lädt herunter|lud herunter|heruntergeladen,haben,true,,,,,,48322,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,speichern,speichern,verb,,,to save,Hast du die Datei gespeichert?,speichert|speicherte|gespeichert,haben,,,,,,,17168,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,loeschen,löschen,verb,,,to delete,Ich habe die E-Mail aus Versehen gelöscht.,löscht|löschte|gelöscht,haben,,,,,,,4204,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,klicken,klicken,verb,,,to click,Klicken Sie auf den Link.,klickt|klickte|geklickt,haben,,,auf,akk,,,10681,,
A2,a2-16,Internet & Geräte,a2-m6,Kommunikation,technik|medien,installieren,installieren,verb,,,to install,Ich muss das Programm neu installieren.,installiert|installierte|installiert,haben,,,,,,,14033,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,reklamation,Reklamation,noun,die,Reklamationen,complaint (about goods),Ihre Reklamation wird geprüft.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,umtausch,Umtausch,noun,der,,exchange,Ein Umtausch ist bis 14 Tage möglich.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,garantie,Garantie,noun,die,Garantien,guarantee,Auf das Gerät gibt es zwei Jahre Garantie.,,,,,,,,,7934,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,gewaehrleistung,Gewährleistung,noun,die,Gewährleistungen,warranty,Die Gewährleistung gilt zwei Jahre.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,mangel,Mangel,noun,der,Mängel,defect,Das Gerät hat einen Mangel.,,,,,,,,,6512,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,fehler,Fehler,noun,der,Fehler,"mistake, fault",Hier ist ein Fehler in der Rechnung.,,,,,,,,,643,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,kassenbon,Kassenbon,noun,der,Kassenbons,receipt,Ohne Kassenbon kein Umtausch.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,rueckgabe,Rückgabe,noun,die,Rückgaben,return,Die Rückgabe ist kostenlos.,,,,,,,,,28156,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,erstattung,Erstattung,noun,die,Erstattungen,refund,Die Erstattung dauert fünf Werktage.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,gutschein,Gutschein,noun,der,Gutscheine,voucher,Sie bekommen einen Gutschein über 20 Euro.,,,,,,,,,18446,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,ersatz,Ersatz,noun,der,,replacement,Wir schicken Ihnen kostenlos Ersatz.,,,,,,,,,5433,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,lieferung,Lieferung,noun,die,Lieferungen,delivery,Die Lieferung kommt am Donnerstag.,,,,,,,,,3898,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,verpackung,Verpackung,noun,die,Verpackungen,packaging,Die Verpackung war beschädigt.,,,,,,,,,18424,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,ware,Ware,noun,die,Waren,"goods, merchandise",Die Ware ist leider nicht auf Lager.,,,,,,,,,3529,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,qualitaet,Qualität,noun,die,Qualitäten,quality,Die Qualität ist wirklich gut.,,,,,,,,,6186,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,kundendienst,Kundendienst,noun,der,Kundendienste,customer service,Rufen Sie bitte den Kundendienst an.,,,,,,,,,42577,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,rabatt,Rabatt,noun,der,Rabatte,discount,Es gibt zehn Prozent Rabatt.,,,,,,,,,11811,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,rechnungsnummer,Rechnungsnummer,noun,die,Rechnungsnummern,invoice number,Nennen Sie bitte Ihre Rechnungsnummer.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,bestellnummer,Bestellnummer,noun,die,Bestellnummern,order number,Die Bestellnummer steht in der E-Mail.,,,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,umtauschen,umtauschen,verb,,,to exchange,Kann ich die Hose umtauschen?,tauscht um|tauschte um|umgetauscht,haben,true,,,,,,22595,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,reklamieren,reklamieren,verb,,,"to complain about, to return",Ich möchte dieses Gerät reklamieren.,reklamiert|reklamierte|reklamiert,haben,,,,,,,,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,zurueckgeben,zurückgeben,verb,,,to give back,Ich gebe die Schuhe zurück.,gibt zurück|gab zurück|zurückgegeben,haben,true,,,,,,4332,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,liefern,liefern,verb,,,to deliver,Wir liefern innerhalb von drei Tagen.,liefert|lieferte|geliefert,haben,,,,,,,3009,,
A2,a2-17,Reklamation & Umtausch,a2-m6,Kommunikation,einkaufen,beschweren,beschweren,verb,,,to complain,Ich möchte mich über den Service beschweren.,beschwert|beschwerte|beschwert,haben,,true,über,akk,,,6002,,
